Node,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,NodeType
LINC01857,0.05371363,0.035513584,0.016085966,-0.050409723,0.28045458,-0.0071352394,-0.04219829,0.035737496,0.010739251,0.087765515,0.0037698927,0.12874657,0.076449305,-0.08927154,-0.56115204,-0.09469763,-0.1057938,0.07398053,-0.1417033,0.1109891,-0.26678476,-0.10526396,-0.21659686,-0.35972044,-0.19260353,0.048251737,-0.01159028,-0.046048243,0.06969112,0.039792057,-0.023897802,-0.52748096,0.15685219,-0.1879514,-0.03614307,-0.2797718,0.037805825,-0.005188073,0.0011963223,0.015764143,0.06482265,-0.08804659,-0.07554154,0.062343694,0.12004818,-0.033946846,-0.10780464,-0.23158643,-0.028918065,0.040495068,-0.0012001848,-0.12314695,-0.03822066,0.11103046,0.4888996,0.07721574,0.21726349,0.019598996,0.05688568,-0.09593017,0.050342783,0.009715494,0.23677553,0.07347796,0.042000283,0.005109586,-0.17176457,0.024457706,-0.010188013,0.13980202,0.0003085459,0.021980563,-0.10732806,-0.002601982,0.07298186,0.111935794,-0.083496734,0.14295775,0.028429067,0.25382176,-0.042484295,-0.070677,0.050439987,-0.05488756,0.023683114,0.0054193228,-0.067462005,0.048637386,-0.09380858,-0.33523268,0.086070344,-0.07838557,0.16576485,-0.1367457,0.0041612373,0.13344145,-0.03958892,0.11052252,-0.027439246,-0.06522333,-0.33902422,0.015772138,-0.052035175,0.015038666,-0.004393409,0.14273843,-0.024531169,0.52881765,-0.26704955,-0.081940345,0.03851678,0.051055476,0.11244774,0.040633466,-0.0374538,0.029574288,-0.072194315,-0.07175297,-0.22886086,0.030582098,-0.020884214,-0.09166588,0.01090411,0.079462774,-0.08637694,0.0067689023,-0.2031203,-0.07781083,lncRNA
HOXC13-AS,-0.20534123,-0.034554012,0.07849542,0.047855154,0.041744597,0.083741456,-0.00405193,0.07112232,0.073257454,0.0015419973,-0.1098829,-0.18055524,0.15032935,-0.042677812,0.01663864,-0.032158256,-0.0042923163,0.053769134,-0.087620944,-0.12402563,0.054623425,-0.17011206,-0.014148304,0.18046024,-0.064543664,-0.1444491,0.017484982,0.07589125,-0.004782225,-0.22880864,0.15014121,0.061407894,-0.0951952,0.08711985,-0.062211286,-0.022277845,-0.078250416,0.0462959,-0.023130896,0.10912609,0.05414464,0.015372107,-0.12000125,-0.07441182,-0.018106442,0.04455644,0.069983274,-0.21185508,-0.054985307,-0.03418766,-0.028586373,-0.06788916,0.16808565,-0.16639313,0.112352364,-0.07090818,-0.111198746,-0.11459593,-0.032691594,0.029158594,-0.0031691687,0.01812126,-0.024591075,-0.21844573,0.0718856,-0.03951398,0.07193814,-0.069898054,-0.0793955,0.04103556,0.057044197,0.08881124,-0.057626463,-0.14752604,0.10350274,-0.10261549,-0.075626254,0.03422053,-0.038492683,0.20438819,-0.04726602,0.027748493,-0.020970302,-0.045676116,0.053607523,-0.51536834,0.0229734,0.08898446,-0.13232699,0.13206373,-0.12870157,0.12765059,0.4453704,-0.022261398,0.053279214,0.096918434,0.05101503,-0.109905414,0.26462814,0.02755602,-0.089365914,0.080910124,-0.043717142,0.031104688,0.17230207,-0.025823489,-0.041178603,-0.17165679,0.044269882,0.12839808,-0.025992164,-0.033829354,0.03703014,-0.08027943,0.024184631,-0.017273715,0.07746579,-0.0083795665,0.2071257,-0.016522694,0.059122983,0.0959523,0.20037973,0.04060679,0.06320141,-0.08331643,-0.023539046,-0.050132085,lncRNA
EMX2OS,-0.05532652,7.571868e-05,0.04758061,-0.036852397,-0.010195274,0.090057015,-0.09669176,-0.063347995,-0.04419143,-0.019161616,0.030068884,0.03198092,0.040549584,0.070862055,0.0007545,0.06968148,-0.005562935,-0.056999378,0.047535244,0.021230984,0.07744352,0.054999474,-0.042849816,0.04752079,0.10491557,-0.044548918,0.10855997,0.024978403,-0.09906466,-0.115544625,-0.1688506,-0.015574635,0.08888099,0.10685496,-0.15623263,-0.02480052,-0.063018836,0.055810306,0.14026907,0.15232176,-0.11330115,0.064372286,-0.019970877,-0.017228764,-0.053601187,-0.053165957,-0.07961176,-0.15923257,0.04205823,0.1258496,0.03619957,-0.028429467,-0.012567255,0.0579854,-0.08449757,0.01282975,0.038841184,-0.08926658,0.01862373,0.021477096,0.03462345,0.04782736,0.043853488,-0.0050292206,0.057274092,-0.11019804,-0.10255198,0.026502358,-0.16142537,-0.012081843,0.03352247,-0.07521611,-0.043575745,0.049833737,0.004328691,-0.02088744,0.14192133,-0.20940132,0.2998785,-0.14403486,0.07239486,-0.055643752,0.098320045,-0.00013737357,0.015781567,-0.14709927,-0.048884485,-0.05215152,-0.02424042,-0.021184044,-0.03311343,-0.06671421,-0.07933202,-0.14462113,-0.050416663,0.053062513,0.17503636,0.013816186,-0.038767844,-0.004680342,0.03682203,0.032817926,-0.05195076,-0.021341737,0.21008195,0.080161184,-0.0039780946,-0.1244155,0.03388869,-0.01854763,-0.11509792,-0.055337377,-0.08780198,0.0066506807,-0.1111346,-0.054826938,0.034603287,0.1550493,0.008139839,-0.06298768,-0.11399705,0.10162685,0.026056575,0.039766513,0.016953826,0.04200866,0.12500665,0.011526721,lncRNA
LINC01094,-0.14527859,-0.13937123,0.07254409,0.023719642,0.1445954,0.21803623,0.0050692414,0.029131249,-0.21862224,0.043173816,0.07207932,-0.016407233,0.0964299,-0.09164325,0.017311526,-0.012508171,-0.013692388,-0.049273655,-0.07856256,-0.03904782,-0.04777684,0.065001726,-0.07935964,0.058649108,0.035664387,-0.060358163,0.00033113803,-0.05204516,0.20135485,0.072530515,0.068797454,0.13648562,0.15541963,0.018941311,-0.020876782,-0.13411523,-0.008535477,-0.016332166,0.014949089,-0.044837605,-0.021161547,0.008112271,0.022354852,-0.0319554,0.17545924,-0.21937251,0.022599284,0.06873153,0.11471844,-0.1286812,-0.047643837,0.059763335,-0.010333159,0.0758396,-0.0687268,0.012985278,-0.009444615,0.018765397,-0.024719767,0.009959115,0.0120234955,0.07652204,0.03745878,-0.08327593,-0.074558206,-0.15242767,0.049082045,0.045639306,0.12524024,-0.035129618,0.08011155,-0.06377536,0.048152134,-0.0714304,-0.14104858,0.0642846,-0.05101365,-0.02077188,0.005676741,0.01628384,-0.1557934,-0.025926867,0.03800981,0.14180194,-0.25803608,0.02470577,0.07375364,-0.1300384,0.059490424,-0.13078396,-0.110303834,-0.011073997,0.018752944,0.03645451,-0.08874499,-0.2266594,-0.045047246,0.2562218,-0.0028068407,0.08836831,-0.06556849,0.03326788,0.16969183,0.013383806,-0.15038463,0.13106202,-0.031351276,0.37886375,-0.040643625,-0.17670503,-0.048878,0.0037928338,0.08737635,-0.056798045,0.06621664,-0.44627696,-0.07205319,-0.023434235,0.01494834,0.032138996,0.03744195,0.030232523,-0.15435638,0.08317319,0.16955566,0.002882841,-0.12034083,-0.013622118,lncRNA
NR2F1-AS1,0.10998394,-0.09110434,-0.011898492,0.008238442,0.1322122,0.22790112,-0.19657867,-0.043144286,0.109054044,0.26786545,0.07272614,-0.12877442,-0.13751036,0.012913542,-0.09251067,-0.07455731,-0.0716983,0.04720774,0.23464742,0.10206966,0.12860258,0.049144674,0.039618246,0.014821311,0.077081315,0.057128686,-0.22662711,-0.049718004,-0.1308471,-0.031501796,-0.049982134,-0.041137684,-0.06797363,-0.07216838,-0.060057975,0.04201256,-0.15727822,0.047914784,-0.023265291,-0.02259377,0.025930049,-0.033161335,-0.08562835,0.014890331,0.28830698,-0.013088124,0.012547675,-0.081095666,-0.114835374,0.18273735,0.06144895,0.11959711,-0.096368,0.066016726,0.037887406,-0.15897611,0.1577578,0.1733094,0.084043995,0.05539414,-0.13781917,0.03318612,-0.14626433,-0.11660388,0.08626904,0.045208585,-0.05283391,-0.06595539,0.05766061,0.02156152,0.071381986,-0.18802315,0.11851493,-0.08399361,0.2007782,-0.08146684,-0.0065462645,-0.14904363,-0.104771204,-0.055457603,0.12278474,-0.055597804,-0.11202275,-0.1772545,-0.20471993,-0.051490653,0.124558955,-0.058495272,0.041790407,-0.14418341,0.12944931,0.074260205,-0.07524267,-0.023966417,0.017778195,-0.024851857,-0.14416797,0.051901788,0.046956137,0.01453195,0.10593194,0.071848296,-0.0921762,-0.11826357,-0.11766814,-0.03912903,0.018842397,-0.07437939,0.0031174468,0.049540963,0.044383705,0.1023419,-0.26051223,-0.075117834,-0.013769547,0.26615888,0.05096758,0.10217859,-0.008934086,-0.19889383,0.051985703,0.0547795,0.31286502,0.16010883,-0.035269346,0.13087392,0.0430531,0.063000344,lncRNA
GRIK1-AS1,0.008412716,0.10405299,-0.26602945,-0.026867036,0.03473874,0.09896897,-0.10725894,-0.054969985,0.06417151,0.11889717,0.0570418,0.04955222,-0.068154976,0.92200357,-0.09333774,0.10422077,-0.077470765,0.061497,0.048713468,-0.06178585,-0.054918125,-0.016903713,0.052867163,-0.18150216,0.09711089,-0.16463697,-0.06713406,0.14977878,-0.004802575,0.03909491,0.1069704,-0.032131158,-0.1455601,-0.084388845,0.024190154,-0.17426586,-0.022538802,-0.12973525,-0.056981023,-0.012593684,-0.14151439,-0.12516569,-0.12422024,0.1691769,-0.022526477,-0.002549149,0.008266598,0.0331168,-0.22994252,-0.16247456,-0.013448778,0.07438963,-0.009437422,0.14351866,-0.064673334,0.09284668,-0.036722157,-0.04043346,-0.013007211,0.081177294,0.09803748,-0.11908513,0.011196032,-0.0546722,0.18692346,-0.15753661,-0.08136254,0.19145061,-0.0925259,-0.25372985,0.040463272,-0.18742806,0.12562418,-0.006124045,-0.04710171,-0.032609217,-0.07375609,-0.012531717,-0.022435151,0.10565353,0.02723933,0.08814878,0.060025353,-0.0034734407,0.0393899,0.050082386,-0.204235,0.117216624,-0.05198206,0.04832597,0.1872728,-0.0018787126,0.1011303,-0.10015882,-0.027476847,0.051133208,0.052801847,0.06184409,-0.016370822,-0.023648622,0.07095463,-0.041457947,0.114548504,-0.21519738,-0.26580715,-0.007479168,0.012208376,0.052576814,-0.022720266,0.2553962,-0.19133344,-0.051483463,0.1037435,-0.13870634,0.023292767,0.1379779,0.12499621,0.1788994,0.025703287,-0.17242786,0.12274242,0.005338232,-0.047830805,-0.14925645,-0.117834054,0.11068957,-0.14114797,-0.11347821,lncRNA
EIF3J-DT,-0.10234368,0.10948624,-0.01298866,0.0042435867,-0.14026713,-0.09770625,-0.066599645,-0.026317198,-0.069709785,-0.0109197805,-0.08357446,-0.046556503,-0.06534754,-0.011775196,0.05493429,-0.15784779,-0.08990049,-0.020629434,-0.014053084,0.0014558856,0.02803295,0.007469519,-0.0534781,0.06187284,0.082161605,0.20559844,0.14983892,0.057285793,-0.20378591,-0.08296244,0.03720707,-0.13224885,0.08090783,0.020714737,0.07415947,0.01714224,-0.052529894,-0.0033092012,-0.00872274,0.1465621,0.037309226,0.07470716,0.025801104,-0.052108575,-0.31592944,0.17542025,0.08623653,0.05907953,0.013608577,0.18305951,0.16801581,-0.12922378,-0.11195606,-0.022137322,-0.08444721,0.029477485,0.2752541,0.05732497,-0.20335686,-0.082247585,0.05100612,0.03225633,-0.086910896,-0.07161844,0.037734617,-0.08859142,0.04093139,-0.06167984,0.08975127,-0.018417517,-0.0673446,-0.04748704,-0.007776399,0.14028129,-0.13221674,-0.10723448,-0.05832746,0.022411099,0.08386726,-0.03721197,-0.003021066,-0.00852298,-0.005401066,-0.106528215,-0.012522127,-0.07910651,0.19371152,0.033015467,0.07369143,-0.07495255,0.055131763,-0.063375734,-0.013855531,-0.06714064,-0.06081123,-0.03291697,0.051437076,0.09542982,0.007257188,0.11044514,0.07058696,0.09751274,0.3360008,-0.113157086,0.06349547,-0.08494915,-0.050075095,-0.029142585,0.021641517,0.11161859,0.2024187,0.005946017,0.0353119,0.067858905,-0.006875783,0.17113465,-0.0023780183,-0.19772308,0.08150586,0.12570302,0.08953526,0.07318728,0.042955764,0.035247758,0.114733316,-0.061985336,-0.052533668,0.004114936,lncRNA
COMETT,0.03142953,0.10130896,0.01620589,0.12452568,0.021166096,-0.022638245,0.049367264,-0.05279756,0.05630111,-0.033044767,-0.04672875,-0.22968271,0.09888764,0.07449148,0.0031133671,-0.07008692,0.1387025,0.022037685,-0.050941065,-0.1654973,0.25988972,0.019129898,0.11889797,-0.012565418,0.13333584,-0.0052140006,0.1695106,0.119571745,0.0002127775,0.018897844,-0.10409317,-0.052689143,0.020383092,0.12602781,-0.11710901,0.16828372,0.21028365,-0.021477295,0.011613588,-0.07216657,-0.05117808,-0.05781079,-0.053148262,0.06589897,0.0389701,-0.06718236,0.15560411,-0.050228972,0.06844521,-0.18184622,0.010609692,-0.04192296,-0.06222038,-0.09072817,0.05668836,0.1702968,-0.012966112,0.1522688,0.13307291,-0.07542533,0.0684547,-0.15857916,-0.11950648,0.1565217,-0.0951874,0.05534241,0.043120347,0.05764973,-0.1271255,-0.02231994,-0.041688357,-0.024253272,-0.051822707,-0.0057630828,0.0067853224,0.02474694,0.052707206,0.1565936,-0.10115161,0.077887334,-0.093423106,0.04863367,0.059447486,-0.117290415,-0.08824657,0.101290934,-0.02044236,-0.01877929,-0.046097632,0.05118374,-0.015001029,-0.05960942,-0.010197775,0.16656454,0.004722486,0.064140484,-0.10871325,0.043020472,-0.07426246,-0.08461172,-0.062104758,-0.057784263,0.10204542,-0.13768725,0.03153643,-0.022441847,0.01829001,-0.008776068,-0.058726687,-0.054744348,0.077440195,-0.028516209,0.22858393,-0.074610166,-0.013580503,0.114971034,-0.0059762285,0.11797904,-0.037944257,0.0846735,0.03882824,-0.0052990676,0.17112055,0.17504452,-0.1393175,-0.021134535,-0.034832034,0.022728251,lncRNA
LINC00163,-0.22110222,0.37726474,0.05689051,-0.057559483,0.14671075,-0.04513943,-0.04299271,0.10654791,-0.017036764,0.01153061,-0.14528044,0.43531123,-0.0023609481,-0.028614905,-0.03652814,-0.046229318,-0.118866324,0.03077377,0.01813264,0.59601396,-0.056654103,0.36618626,-0.026119845,-0.022984011,0.118482105,-0.07863012,-0.012632691,-0.048655204,-0.18519263,-0.15293807,-0.045462776,0.26035377,-0.40159592,0.03554396,-0.11307036,0.054550007,-0.14210607,-0.002696425,0.0049325754,-0.150544,0.25758195,0.13856964,0.5883901,0.13339311,-0.02452266,-0.052013576,-0.12704127,0.073057294,0.010603012,0.008026607,-0.025307048,0.10373949,0.036376238,0.13626705,-0.16246848,-0.16376188,-0.058175128,0.13110551,-0.37177008,-0.094037116,0.1495643,-0.04064714,-0.043506112,-0.0733213,0.14080974,-0.15428622,0.053225335,-0.02160013,0.09645818,0.11006536,-0.17593016,-0.13890268,-0.024383767,-0.25911933,-0.041739825,0.014711674,-0.10155053,0.025957407,-0.19945234,-0.07548826,-0.090377256,-0.053659257,0.023423312,0.021948107,0.03606762,0.39887026,0.0113842925,-0.011725729,-0.091209605,-0.005616595,0.14671387,0.37766814,0.0495241,0.034776047,-0.09404019,-0.073856734,-0.009132314,-0.007327787,-0.043140642,-0.004308249,-0.10345613,0.06599172,-0.15458718,0.0016612343,0.084979445,0.046790745,0.07696683,0.14298789,-0.07666217,-0.096735135,0.36360112,0.22050118,0.26952603,-0.15197499,0.061221845,-0.010202144,0.02876454,0.15003061,-0.38415104,-0.024456054,0.06362044,-0.048028085,-0.009884965,0.008768411,-0.027022002,0.10358943,-0.032340273,-0.22320573,lncRNA
FAM230B,0.018129906,-0.0063394606,-0.013618154,-0.044291284,-0.18509117,-0.17314515,-0.13589954,-0.026411723,-0.12611863,-0.06386718,0.090649985,-0.049307995,-0.00460051,0.05747406,-0.046022754,0.018436167,0.026987277,-0.14480916,0.047357265,0.14388509,0.2487088,-0.23634978,-0.048587855,0.046565566,-0.01614921,-0.04608546,-0.054589998,0.07906488,0.20445779,0.17912208,0.03444131,-0.07739256,-0.15638252,0.19366197,-0.1076135,0.041610822,0.07437436,-0.060132112,-0.026424162,-0.14274652,0.057147257,0.00627118,-0.1024609,-0.031122364,0.024865115,-0.046437684,-0.1230324,-0.0949976,0.05882471,-0.066895366,-0.18070093,0.022732932,0.11570023,-0.021069432,0.09223669,-0.013461895,0.0035567058,0.25399515,0.060238745,0.17066282,-0.12468152,-0.0690177,-0.08624768,0.23150966,0.15144493,-0.17243809,0.10789122,-0.07551881,0.055258796,0.06947604,-0.10955104,0.041228857,-0.031785153,0.06388795,0.056142546,-0.0045545707,-0.021843595,-0.050047405,0.08049131,-0.013659559,0.092206985,-0.01930666,-0.027083466,0.13092975,-0.06797126,0.04884618,0.0058029443,0.10089964,-0.10493672,-0.012272842,0.15800017,0.0059973896,-0.03021651,-0.059990842,0.04408081,-0.038876116,0.027221141,0.09579745,0.06998668,0.16931342,-0.21845482,-0.021901939,-0.10013682,-0.12312244,-0.08339138,-0.02119431,-0.12468042,0.14904815,0.012435111,0.024742845,0.018730102,-0.0047706594,0.0864675,-0.026776208,-0.13646089,-0.010808261,0.09083535,-0.05632147,-0.019606045,0.06758985,-0.05141725,-0.14426471,-0.16115412,-0.0007916616,0.057779208,-0.21067876,-0.019741049,-0.06905405,lncRNA
CASC19,-0.099275954,-0.0042340816,-0.028450917,-0.09959307,-0.08647612,0.080868036,0.030762983,-0.09513799,-0.00528244,0.06896703,0.120014496,0.036527183,0.10824343,-0.03226678,0.024691539,-0.04709033,-0.0346457,0.16941495,-0.012235679,-0.14515021,-0.12052873,-0.14705959,0.01505878,0.13129005,-0.0360449,-0.16512021,-0.004626306,-0.08722795,-0.0011911227,-0.021999072,0.06875614,-0.020631209,-0.030033771,0.08493153,0.0030849343,0.019343179,0.034603696,-0.036168758,0.000938514,0.07387467,-0.0955116,0.008847865,-0.0075503597,0.0971731,0.1842029,-0.11164119,0.013799753,0.08450167,0.018578714,-0.101632796,0.23679306,0.07808087,0.0314278,0.017767655,0.0053185904,0.02903634,0.12633735,0.09742544,-0.02588858,-0.059431486,-0.019389467,0.0977526,-0.048713826,0.19475715,0.26356235,0.026731253,-0.09295889,0.074219145,-0.013004779,-0.158088,0.12912361,0.017093856,-0.011840457,-0.035531856,0.0936384,0.22744007,-0.077121824,0.11158805,-0.1487409,0.06741804,-0.29179677,0.010413709,0.09643131,0.094362214,-0.14846516,0.15440834,0.00092552253,-0.024412919,0.013349494,-0.14203157,0.04691437,-0.0368804,0.0036355795,-0.03166476,-0.064129196,-0.08923946,0.0060294005,0.069667034,0.054873228,0.13162477,0.15310608,0.009671024,0.12349158,0.11351832,-0.16201636,-0.035358615,-0.017829387,0.14380796,0.094994046,-0.020909887,-0.23964475,0.012582886,-0.05861747,-0.18083401,-0.06208064,-0.14410982,0.016764715,-0.075833395,-0.28176242,-0.08908822,0.05167522,0.011032965,-0.044169214,0.04561147,0.0044945804,-0.16088271,0.026412612,-0.024278266,lncRNA
NBAT1,-0.060858425,-0.052283157,0.06822652,0.11473942,0.033507146,0.056574527,-0.04205802,-0.044697262,0.05270748,-0.042664483,-0.11236572,0.042412642,0.017917909,-0.09545504,-0.085922174,0.059337035,-0.18248512,0.17120144,-0.020645933,-0.18037811,0.011346819,-0.0922267,0.2192495,-0.1295193,-0.12613168,0.07988079,-0.018588098,0.0927033,0.074986294,-0.1798166,0.23176438,0.16801104,-0.10405339,0.08186631,0.012901211,-0.07706508,0.0071129226,-0.16696851,0.019163769,-0.024032734,0.03148646,0.12835051,0.12657414,0.011753916,-0.05214644,-0.029289298,-0.03430278,-0.064862475,-0.008389969,-0.0728731,0.08478731,-0.021078182,-0.07662936,0.10265297,-0.024624364,0.055457026,-0.061474636,0.055820916,-0.057476602,-0.00840895,-0.09396084,-0.122455694,0.050427917,0.121516325,-0.07448409,-0.07698225,-0.17316017,0.050384972,0.14104106,-0.09244819,0.00808732,-0.14298593,0.15720364,0.062526934,0.20264152,-0.16121459,0.09574186,0.121081956,0.020442463,-0.113027886,0.028838692,0.046250034,0.039992034,-0.03189717,-0.0038659037,-0.12611006,0.113621525,-0.023111776,-0.18473887,-0.078741245,-0.040354464,-0.0576908,-0.083564304,-0.1937938,0.08464928,-0.120432645,-0.0692724,0.012455732,0.16201347,-0.082066625,-0.027855335,-0.015784837,0.07476214,-0.08929676,0.072037354,-0.3330855,0.12792969,-0.10712908,0.042803723,0.008432086,0.06718956,-0.20125508,0.05420416,-0.07268759,0.13290475,0.05791337,0.05193608,0.17358792,-0.008487591,-0.12031939,-0.03622083,-0.035502933,-0.031521466,0.03928332,-0.015581025,0.033635482,0.14975572,-0.027414259,lncRNA
CPS1-IT1,-0.154377,0.020087427,0.13549837,-0.06255328,0.025424076,0.06852361,-0.03709836,-0.007834915,-0.032408718,-0.119898036,-0.0010694684,0.0140916305,-0.10957523,0.01647092,0.11262028,-0.09409472,0.0056430073,-0.18176131,0.17233686,-0.0057841875,0.07041447,-0.06950118,-0.118345246,-0.019223275,-0.009971279,0.15958336,0.014272401,-0.248469,0.047314905,0.0015024707,-0.012769876,0.115271606,-0.114210576,-0.03649874,-0.029154215,0.015454837,0.0654383,0.082241714,-0.027195089,0.010274025,0.10482,-0.03737805,0.14987364,-0.0063766763,-0.004335451,-0.0025578053,-0.068175785,-0.072389446,-0.08220753,-0.009796682,0.06272198,-0.050097715,-0.19360098,0.07347386,-0.016007653,0.027040148,-0.0528646,-0.023276305,-0.099624306,0.15067461,-0.06797582,0.09493307,-0.06780535,-0.20622149,0.15648529,-0.29334518,0.09388064,-0.008043323,0.024301585,-0.05505631,-0.1104232,0.021396752,-0.085102975,-0.013302064,0.057577565,-0.18691573,-0.0350646,-0.03595851,-0.083567515,0.10007238,-0.03941334,-0.052061554,0.12566105,0.0070495973,0.060732283,-0.1295746,-0.2356282,0.08628114,-0.105847426,0.02929095,-0.076573,-0.021202592,-0.04371656,-0.16563436,0.052333094,-0.032954264,0.12469924,-0.081272684,-0.154574,-0.016816009,-0.052556984,-0.022130314,0.001770525,0.057322852,0.16296305,0.0785666,0.01468621,-0.1334325,0.32229835,0.016430452,-0.025058385,-0.042549957,-0.071787395,0.043118868,-0.15246192,0.002879188,0.018132892,-0.011691246,0.17199086,-0.023916531,-0.102590956,-0.07291639,0.072582774,-0.13208744,-0.16556744,-0.051615514,0.058770806,0.005147805,lncRNA
LINC00847,0.12340561,-0.5939001,0.032958947,0.028875638,0.084410846,-0.011090044,-0.0022784169,0.119467355,-0.21313721,-0.10148128,0.24270636,0.06388367,0.0854771,-0.26428732,-0.20658498,-0.020378055,-0.07421521,-0.3674873,0.06569331,0.13019024,0.028232418,0.082395144,-0.03691254,-0.00030061393,-0.020501554,-0.11573312,-0.19373186,0.08604794,0.015484935,-0.08862071,0.09434978,0.037727114,-0.13930233,0.030222155,-0.10673431,0.010309852,-0.10470283,-0.11618836,0.07082993,-0.012718957,0.041998338,-0.16509815,-0.1565336,0.04509925,-0.08156938,0.0865689,0.16657856,0.14698151,-0.049933165,0.21650662,-0.15368398,-0.0014684759,0.21537521,0.073162146,-0.16981432,0.1413615,-0.05115981,-0.11099232,-0.50035393,0.03421418,0.12858343,0.15442842,0.18572265,-0.108037114,-0.35316414,-0.1847689,0.03298959,-0.041301593,0.13839766,-0.12906793,-0.114007965,-0.08731226,0.0049074395,0.07917738,0.02719841,0.2511864,0.028674651,0.11949542,-0.3671006,-0.20645839,-0.30714345,-0.037707914,0.03881789,-0.20924951,-0.05129175,0.042989124,-0.00855853,-0.14344203,-0.5455409,0.1024581,0.052930616,-0.019778421,0.13492015,-0.17229776,-0.079265356,-0.41115406,0.32048985,-0.4273031,0.006615045,0.03854529,0.12455818,-0.07670711,0.13729161,-0.107431486,-0.27746436,0.17444892,0.06823278,-0.05103636,-0.23190932,-0.6035766,-0.044203997,0.18110074,-0.08234709,0.007185672,0.18899797,-0.06432268,0.011427108,-0.07349151,0.030243363,0.1264025,-0.08421974,0.057887334,-0.3315913,0.001956953,-0.19711831,0.25061586,-0.066764556,-0.0021630034,lncRNA
LINC01134,0.12807682,-0.47344697,-0.4279258,-0.019950451,-0.20259592,-0.014545564,0.0021581766,-0.36727402,-0.13844602,-0.08066359,-0.034064922,0.35716128,-0.6829173,-0.12851492,-0.15517813,0.07438383,-0.030901022,0.2860107,0.07967199,-0.016268676,-0.21059456,-0.063523635,0.017099112,0.37002897,0.1720397,0.2532868,-0.42041653,0.02637928,0.029774915,-0.29815954,0.16632602,-0.11094436,-0.08115217,-0.56846887,0.17660154,0.18969211,0.11343447,-0.023123944,-0.40084556,-0.12158118,0.08119885,0.08114294,0.007273975,-0.109428674,0.053330094,-0.0791633,-0.0776584,0.059988637,-0.05214703,-0.0026939467,-0.16103369,-0.3508319,-0.12359127,-0.0012414432,0.067856304,-0.19107021,-0.70820665,-0.023654342,-0.11150279,0.024553934,-0.25761536,-0.2728542,0.0034588415,0.89243835,-0.17560172,0.09590623,-0.06520863,-0.08413381,-0.2462357,0.10722233,0.0078005334,0.16039315,0.2809375,-0.033877444,-0.34565544,-0.038995158,-0.23851624,0.15598673,0.86765563,-0.1545074,-0.115167715,-0.013789038,-0.07398494,-0.17736757,0.15258071,-0.029372422,-0.107443914,-0.005255097,-0.16965967,0.37376,0.025945816,0.02212977,0.118578956,0.07660304,-0.37155357,0.13070023,-0.017509922,0.04889231,0.18028927,-0.32334757,0.06156962,-0.09267889,-0.06461865,0.30535004,-0.110023774,0.0049668085,0.2748353,0.4499839,0.0515534,-0.060854446,-0.0023830978,0.023659375,-0.08970665,0.040347476,0.25753787,-0.33267972,0.27574953,0.50349313,0.042963076,-0.033772714,0.05332278,0.22452098,0.060021643,-0.09764459,-0.19535008,-0.14943996,0.15378961,-0.28097314,lncRNA
FGF12-AS2,-0.22690739,-0.109053954,-0.030342055,0.072116196,0.024049608,-0.09227158,-0.06423722,0.15820329,0.09378466,0.01596173,0.25607765,0.15169267,0.06653441,-0.032338347,0.018245632,-0.06699408,0.06231985,0.10626301,0.014210113,0.009515571,0.07651713,-0.032348357,-0.013150458,0.056359146,0.14632098,-0.06560703,0.0257843,-0.075943075,-0.019705877,-0.0888695,0.027561871,0.056547467,0.060864877,-0.009339777,-0.17041679,-0.042870406,0.082482986,0.04774192,0.01463226,-0.21862713,0.047144637,0.018131359,-0.0011660911,-0.10939424,0.0992878,-0.066003695,-0.010220577,0.058033593,0.09386943,-0.056577824,-0.084884,0.0392975,0.34965262,0.18951677,0.24039939,-0.03819856,-0.07828564,0.18550092,0.046561573,0.029522985,0.0006340721,-0.020286212,0.039101828,0.18311006,0.04421066,-0.034541838,0.041053914,-0.027685411,0.039147504,0.14956234,-0.032418802,-0.055981725,0.12891768,0.012394854,-0.0071685887,-0.2748407,0.1838981,0.019864215,0.19165115,-0.1749498,0.011638612,-0.17320544,0.042184032,0.068054445,-0.19974342,0.15297653,0.08933522,-0.011929887,0.0031275735,0.02209624,0.16964878,-0.22698629,-0.058018252,0.13251597,0.042047523,-0.14863218,0.035808455,0.004322922,0.013134457,0.07359981,-0.041803088,-0.046228882,-0.08758839,0.10453346,-0.07982412,0.16038005,-0.04099326,0.08604861,-0.0067588296,0.058821622,0.068561345,-0.06409081,-0.25295246,-0.096964374,-0.11475713,-0.020388003,0.121564604,-0.0734186,-0.042581994,0.0036199535,-0.189524,0.0042942963,-0.082269296,0.020669788,-0.23653492,-0.20172894,0.122978136,0.014435942,lncRNA
